"n_estimators","max_depth","max_features","score"
"100","0.65","3","0.4114749984315202"
"100","0.65","4","0.3752751053260391"
"100","0.65","5","0.3629025615682398"
"100","0.7","3","0.40992605508734536"
"100","0.7","4","0.301038961038961"
"100","0.7","5","0.28645726583316256"
"105","0.5","3","0.3743107769423559"
"105","0.5","4","0.42436655339881146"
"105","0.5","5","0.39122406864342346"
"105","0.55","3","0.28855468371597404"
"105","0.55","4","0.29034679841131456"
"105","0.55","5","0.27772692601067883"
"105","0.6","3","0.3860181890075128"
"105","0.6","4","0.3095070422535211"
"105","0.6","5","0.3101865345380356"
"105","0.65","3","0.41352710666790093"
"105","0.65","4","0.29488021004266496"
"105","0.65","5","0.28658164939753383"
"105","0.7","3","0.3089320751191255"
"105","0.7","4","0.3987365291713118"
"105","0.7","5","0.36563436563436563"

